Year,cd,Less_than_$5000,$5000_to_$9999,$10000_to_$14999,$15000_to_$19999,$20000_to_$24999,$25000_to_$34999,$35000_to_$49999,$50000_to_$74999,$75000_to_$99999,$100000_to_$149999,$150000_or_more
2021,8_CO,4490,3398,4587,5080,5862,14084,22902,38392,31858,45775,37584
2021,8_FL,8194,5260,10525,13733,13700,27189,41168,56090,38522,46537,40671
2021,8_GA,24355,14956,24264,20922,22258,42708,48379,64093,46592,51504,31524
2021,8_IL,9074,5542,8289,9773,11056,24245,38233,65998,58219,85900,107416
2021,8_IN,8667,7437,13125,13103,14858,28738,39877,52739,39446,40795,25910
2021,8_MA,14205,10064,19712,13626,14462,21540,33202,54906,49219,79299,123979
2021,8_MD,4870,3934,4989,5251,5326,13220,18763,33065,30715,50773,113322
2021,8_MI,13242,12133,17926,16075,18550,37333,52016,69495,44695,48495,36224
2021,8_MN,8342,7886,14072,13229,13954,29624,44061,66250,51367,65751,47043
2021,8_MO,11004,11749,18049,17849,18290,35084,47573,63470,42875,45894,26403
2021,8_NC,6442,4181,8243,9146,10078,19732,28983,40314,32415,37407,34526
2021,8_NJ,4542,3936,6960,6151,6603,11727,17141,22192,18593,22606,37096
2021,8_NY,12875,10963,21583,14883,12605,22900,29887,39073,29439,39946,41943
2021,8_OH,5377,4439,6429,7293,8700,16592,26682,39679,29527,37315,25689
2021,8_PA,7872,6184,12633,12116,12826,25616,33785,48401,36103,40110,27123
2021,8_TN,7901,7249,13521,12661,11353,22737,28946,37191,23554,22700,12233
2021,8_TX,7206,4995,6292,7077,8659,20240,31077,50860,41356,60914,62311
2021,8_VA,6855,5383,5941,6031,6872,14912,23090,44440,43978,70322,145140
2021,8_WA,1785,1473,2843,2868,3438,6527,9164,15178,12013,22251,41536
2021,8_WI,5819,3460,8782,8836,9912,22677,31394,49854,37575,44397,29873
2021,9_AZ,14940,10008,15790,17839,20555,42636,62421,95659,68839,77633,54162
2021,9_CA,8464,5256,9268,9244,10588,21564,27624,47836,39654,55714,62694
2021,9_FL,3730,2447,4789,6254,6799,12890,20992,30512,21243,23563,17689
2021,9_GA,7199,5725,10828,11888,12222,21540,33327,47209,35957,39390,36049
2021,9_IL,8089,6840,9439,6956,8478,17513,24777,36453,29112,37134,55049
2021,9_IN,11624,8308,14568,14890,16439,31561,44916,64838,48976,54387,35621
2021,9_MA,7402,5021,9566,9746,9816,20609,28271,45538,38270,56477,76569
2021,9_MI,6970,6096,9391,9962,10957,24373,38353,55081,46297,63000,62811
2021,9_NC,10276,8917,15633,13901,14904,29728,40164,61549,43687,51155,59522
2021,9_NJ,8278,5752,11292,9716,10416,20778,27744,42659,33947,47090,60323
2021,9_NY,4530,3484,6855,4386,4363,9632,13417,19622,15109,19221,18901
2021,9_OH,13195,12204,16588,15235,18316,36850,49992,70805,49272,54735,37876
2021,9_PA,10120,8261,16022,17464,17435,36097,49483,69545,52802,59805,39540
2021,9_TN,18967,12686,20138,16227,18003,37258,48747,65098,42348,50369,49494
2021,9_TX,19908,13801,19729,20831,22050,50450,61664,89831,61897,70685,75496
2021,9_VA,13909,11305,19832,17559,17888,35153,45945,60668,39686,40970,25324
2021,9_WA,10020,8173,10933,10862,11156,23464,39578,66511,55085,86201,126586
