Year,cd,Total_Agriculture_forestry_fishing_hunting_mining,Total_Construction,Total_Manufacturing,Total_Wholesale_trade,Total_Retail_trade,Total_Transportation_warehousing_utilities,Total_Information,Total_Finance_insurance_realestate_rental_leasing,Total_Professional_scientific_management_administrative_waste_management_services,Total_Educationalservices_healthcare_socialassistance,Total_Arts_entertainment_recreation_accommodation_foodservices,Total_Otherservices_except_Public_administration,Total_Public_administration,Male,Male_Agriculture_forestry_fishing_hunting_mining,Male_Construction,Male_Manufacturing,Male_Wholesale_trade,Male_Retail_trade,Male_Transportation_warehousing_utilities,Male_Information,Male_Finance_insurance_realestate_rental_leasing,Male_Professional_scientific_management_administrative_waste_management_services,Male_Educationalservices_healthcare_socialassistance,Male_Arts_entertainment_recreation_accommodation_foodservices,Male_Otherservices_except_Public_administration,Male_Public_administration,Female,Female_Agriculture_forestry_fishing_hunting_mining,Female_Construction,Female_Manufacturing,Female_Wholesale_trade,Female_Retail_trade,Female_Transportation_warehousing_utilities,Female_Information,Female_Finance_insurance_realestate_rental_leasing,Female_Professional_scientific_management_administrative_waste_management_services,Female_Educationalservices_healthcare_socialassistance,Female_Arts_entertainment_recreation_accommodation_foodservices,Female_Otherservices_except_Public_administration,Female_Public_administration
2021,3_KY,362,9143,25252,5447,16460,15535,3315,16238,21996,43058,12127,7623,6343,98444,202,8260,17074,3885,9807,10678,1843,7403,12318,12740,6730,4242,3262,84455,160,883,8178,1562,6653,4857,1472,8835,9678,30318,5397,3381,3081
2021,2_KY,5196,19614,61363,8781,27775,21834,4083,18322,20628,65062,13135,10981,14386,164308,4477,18298,46606,6555,15333,15866,2614,6637,11193,14938,6696,7038,8057,126852,719,1316,14757,2226,12442,5968,1469,11685,9435,50124,6439,3943,6329
2021,6_KY,3901,12195,30953,6080,21085,10109,2585,12271,22095,57418,11667,9103,11348,118181,3031,10789,23167,4426,12827,8268,1551,5868,13333,17740,6099,4758,6324,92629,870,1406,7786,1654,8258,1841,1034,6403,8762,39678,5568,4345,5024
2021,5_KY,7194,13767,30982,4321,24144,13150,4254,8697,13238,60574,9879,7788,14450,116880,6783,12893,22960,3516,14102,11015,2554,2917,8049,14952,4267,4681,8191,95558,411,874,8022,805,10042,2135,1700,5780,5189,45622,5612,3107,6259
2021,12_OH,6692,28248,55651,9964,34300,22748,4875,28089,28208,81849,15227,12144,18967,200553,5827,25949,42747,6914,19527,17865,2802,12849,17247,21982,7551,7713,11580,146409,865,2299,12904,3050,14773,4883,2073,15240,10961,59867,7676,4431,7387
2021,15_OH,2138,13120,32910,8254,20818,15874,4484,19149,24701,45657,9523,7824,12289,123464,1924,11382,24056,5583,12145,12090,2858,9069,15599,12746,4409,4389,7214,93277,214,1738,8854,2671,8673,3784,1626,10080,9102,32911,5114,3435,5075
2021,4_OH,3276,9627,42733,4865,15385,9616,2190,11581,13823,34804,6306,5916,8938,98629,2708,8776,31307,3424,8546,7538,1601,5230,8694,8445,3109,3796,5455,70431,568,851,11426,1441,6839,2078,589,6351,5129,26359,3197,2120,3483
2021,3_OH,859,14498,29929,10059,36207,23477,8435,44139,46645,87969,22018,11372,19232,192008,551,12471,21716,6845,20071,17088,5332,22286,29312,28072,12789,5845,9630,162831,308,2027,8213,3214,16136,6389,3103,21853,17333,59897,9229,5527,9602
2021,10_OH,1785,12859,39780,5752,22453,13293,3560,15132,25734,56190,11992,7413,18907,131457,1482,11421,30299,4570,11973,10542,2197,5916,16117,14492,5895,4626,11927,103393,303,1438,9481,1182,10480,2751,1363,9216,9617,41698,6097,2787,6980
2021,2_OH,2494,14327,32664,3628,19497,12724,1783,8890,12940,44247,7194,7053,9047,99226,2197,13114,24715,2540,10783,9765,1110,3597,7345,11088,3024,4678,5270,77262,297,1213,7949,1088,8714,2959,673,5293,5595,33159,4170,2375,3777
2021,5_OH,4818,18198,80791,8599,27858,16195,3562,15836,22130,61885,11588,9574,13307,171475,4109,16730,58136,6546,15034,13143,2373,6852,14042,14487,5723,5922,8378,122866,709,1468,22655,2053,12824,3052,1189,8984,8088,47398,5865,3652,4929
2021,9_OH,3415,17992,70739,9082,26346,18479,3895,14587,22322,69544,16045,10267,11528,166349,2875,16126,51928,6912,14630,14169,2378,5682,13262,16737,8641,5954,7055,127892,540,1866,18811,2170,11716,4310,1517,8905,9060,52807,7404,4313,4473
2021,6_OH,4913,13453,32742,4730,18755,13651,2240,9603,13449,44147,9915,7503,8563,106827,4409,12280,26106,3848,10356,11448,1460,3867,8450,10280,4792,4755,4776,76837,504,1173,6636,882,8399,2203,780,5736,4999,33867,5123,2748,3787
2021,14_OH,2451,17538,57167,6860,20645,12171,3260,16534,19536,50419,11023,9181,10186,135690,2026,15883,42826,5285,10904,9620,1790,6943,11713,11930,5303,5473,5994,101281,425,1655,14341,1575,9741,2551,1470,9591,7823,38489,5720,3708,4192
2021,7_OH,907,8908,24575,5169,12376,7004,3216,14257,17725,33128,6183,4810,6364,83913,762,7779,18603,4156,7205,5531,1930,7363,10823,9626,3377,2720,4038,60709,145,1129,5972,1013,5171,1473,1286,6894,6902,23502,2806,2090,2326
2021,11_OH,574,12948,44754,10306,27185,16778,5081,29006,36824,85904,20184,12316,16200,164976,346,11715,31682,7521,14986,12426,2928,13321,20952,23748,10825,6461,8065,153084,228,1233,13072,2785,12199,4352,2153,15685,15872,62156,9359,5855,8135
2021,13_OH,2375,21630,65667,12437,34298,20980,4940,25494,34545,77670,16876,14000,13719,195951,1982,19225,49802,8906,19716,15191,2971,10958,21312,20038,8387,8795,8668,148680,393,2405,15865,3531,14582,5789,1969,14536,13233,57632,8489,5205,5051
2021,8_OH,2099,13101,41205,5265,17777,13222,2259,12539,17010,40527,8425,6932,7981,108456,1822,12009,30845,3974,9808,10734,1363,5091,10252,9394,4110,4304,4750,79886,277,1092,10360,1291,7969,2488,896,7448,6758,31133,4315,2628,3231
2021,1_OH,1210,24979,75768,14051,43160,23707,8788,43650,64553,103355,21977,15672,19416,262352,867,22626,55426,10123,23762,17858,5207,21429,40905,30488,12500,8909,12252,197934,343,2353,20342,3928,19398,5849,3581,22221,23648,72867,9477,6763,7164
2021,5_IN,2313,15650,44207,9505,26278,13004,4570,27814,39123,68102,15753,11350,12891,166861,1780,13687,32676,7126,16433,9966,2843,13762,24071,21263,8962,6768,7524,123699,533,1963,11531,2379,9845,3038,1727,14052,15052,46839,6791,4582,5367
2021,4_IN,6039,23713,75583,9023,30291,23726,4029,17437,29931,75357,13302,13856,14293,196178,5292,21430,55219,7066,16750,18273,2395,7603,18028,20169,7015,8572,8366,140402,747,2283,20364,1957,13541,5453,1634,9834,11903,55188,6287,5284,5927
2021,6_IN,2733,20092,47100,8165,25687,20253,3272,16559,24005,55139,12182,10082,13913,145212,2220,18560,34651,5966,14727,15345,2182,6328,13331,12421,5206,6399,7876,113970,513,1532,12449,2199,10960,4908,1090,10231,10674,42718,6976,3683,6037
2021,9_IN,4227,21757,77860,6372,27699,18598,4228,17580,20877,64028,14787,10374,14717,174930,3663,19845,56319,4783,15747,14154,2881,7324,12120,15871,7048,6332,8843,128174,564,1912,21541,1589,11952,4444,1347,10256,8757,48157,7739,4042,5874
2021,7_IN,274,8284,17981,5011,14910,12911,2248,11265,19923,35518,10755,5790,7236,78546,217,7320,11824,3458,7462,9080,1432,4664,11372,10282,5604,2762,3069,73560,57,964,6157,1553,7448,3831,816,6601,8551,25236,5151,3028,4167
2021,1_IN,665,16544,44855,5331,20622,19117,3377,11729,20586,46791,13694,10043,8795,129138,560,15096,35417,4110,10680,14839,2096,4933,12217,11677,6218,6601,4694,93011,105,1448,9438,1221,9942,4278,1281,6796,8369,35114,7476,3442,4101
2021,2_IN,3972,15339,88750,7941,22263,12646,3337,11787,16318,55260,10634,10549,8649,157196,3342,13984,63914,5666,12186,9853,2002,4682,9602,15253,5095,6540,5077,110249,630,1355,24836,2275,10077,2793,1335,7105,6716,40007,5539,4009,3572
2021,3_IN,3419,15313,64006,7217,20428,13002,3144,14980,15433,46374,9382,8907,7065,135365,3022,14030,46023,5405,12274,10315,1853,6581,9280,11814,4644,5652,4472,93305,397,1283,17983,1812,8154,2687,1291,8399,6153,34560,4738,3255,2593
2021,8_IN,7390,16178,59395,7221,21645,15436,3248,10014,15114,50422,11347,8535,12147,138675,6529,15174,43827,5328,11278,11883,1838,4032,9058,12156,5687,5156,6729,99417,861,1004,15568,1893,10367,3553,1410,5982,6056,38266,5660,3379,5418
2021,9_MI,4060,21455,78988,7292,24523,11275,2983,17675,27502,53594,10729,10060,13150,171786,3434,19754,61188,5644,14384,8803,2008,7832,16661,12981,5619,5868,7610,111500,626,1701,17800,1648,10139,2472,975,9843,10841,40613,5110,4192,5540
2021,11_MI,548,12178,61668,6611,19815,7364,4515,25558,43811,51197,13070,8489,8134,154588,325,10931,46286,4850,11882,5197,2624,13455,26882,15713,7496,4338,4609,108370,223,1247,15382,1761,7933,2167,1891,12103,16929,35484,5574,4151,3525
2021,10_MI,471,12396,60340,6523,23319,11468,3255,18348,25969,44090,12994,8294,9091,134163,206,11190,45655,4833,13581,8682,1845,6823,14432,9855,7133,4870,5058,102395,265,1206,14685,1690,9738,2786,1410,11525,11537,34235,5861,3424,4033
2021,12_MI,645,11132,53493,6382,21505,18863,3614,21332,30070,58556,15354,9255,10648,138747,456,9668,39269,4656,12234,13207,1998,8031,17035,13936,7962,5346,4949,122102,189,1464,14224,1726,9271,5656,1616,13301,13035,44620,7392,3909,5699
2021,6_MI,1607,13273,73069,8357,24236,16740,5324,20418,42308,87484,14556,11139,11340,192578,1234,11892,55028,6336,14191,12447,3255,9560,27418,29661,8677,6374,6505,137273,373,1381,18041,2021,10045,4293,2069,10858,14890,57823,5879,4765,4835
2021,7_MI,1965,11290,33475,5879,18573,9880,2568,19083,20760,49272,10324,8513,18684,117076,1633,10443,25395,4786,10535,7555,1542,8331,13018,14792,5367,4513,9166,93190,332,847,8080,1093,8038,2325,1026,10752,7742,34480,4957,4000,9518
2021,13_MI,375,7519,34248,4064,13301,11322,2188,10521,17623,34792,12606,6141,6604,87376,308,6923,24540,2776,7370,7699,1091,4624,10179,8997,6594,3423,2852,73928,67,596,9708,1288,5931,3623,1097,5897,7444,25795,6012,2718,3752
2021,5_MI,5064,17987,79455,6367,25410,18834,2641,13521,19954,59626,13175,11628,12570,165055,4237,16544,58287,4717,13678,14330,1565,5409,11906,14366,6317,7106,6593,121177,827,1443,21168,1650,11732,4504,1076,8112,8048,45260,6858,4522,5977
2021,8_MI,3036,16528,55899,6596,27668,12463,3329,14777,20464,62910,15449,10303,10067,146052,2407,15141,42804,5066,14982,9489,2074,5607,12603,16261,8313,5762,5543,113437,629,1387,13095,1530,12686,2974,1255,9170,7861,46649,7136,4541,4524
2021,1_MI,6605,17228,36940,4986,25491,11687,2664,12840,15060,50219,16202,8964,13972,127984,5522,15872,28359,3940,14148,9371,1624,4828,9006,12908,8664,5786,7956,94874,1083,1356,8581,1046,11343,2316,1040,8012,6054,37311,7538,3178,6016
2021,2_MI,5382,11260,35908,3480,12454,6664,1448,5975,8171,26539,6708,6312,6956,80416,4331,10527,26493,2636,6514,5239,889,1623,4618,6081,3378,4202,3885,56841,1051,733,9415,844,5940,1425,559,4352,3553,20458,3330,2110,3071
2021,3_MI,3808,24896,104663,17820,34617,17918,4980,23811,38408,81361,17227,15556,10514,234324,3100,22688,74440,13165,19943,14042,3281,11315,24231,24386,8452,9511,5770,161255,708,2208,30223,4655,14674,3876,1699,12496,14177,56975,8775,6045,4744
2021,4_MI,1690,6872,29919,3314,11492,4842,1124,7553,10659,25649,6115,5326,4160,67627,1285,6314,21294,2526,6173,3698,712,3055,6503,7299,3454,3245,2069,51088,405,558,8625,788,5319,1144,412,4498,4156,18350,2661,2081,2091
2021,1_IA,8905,21755,60557,8017,28550,17269,3546,25648,21868,73183,11836,11815,12590,174567,7743,19702,45016,6045,16683,14032,1832,10416,12493,20455,6413,6825,6912,130972,1162,2053,15541,1972,11867,3237,1714,15232,9375,52728,5423,4990,5678
2021,4_IA,18702,21892,51890,10677,27065,17910,3304,17865,16958,63238,10814,11808,11795,165348,16687,20372,37416,8585,15406,14435,1877,6561,9726,15504,5016,7632,6131,118570,2015,1520,14474,2092,11659,3475,1427,11304,7232,47734,5798,4176,5664
2021,3_IA,6146,16698,28767,8724,22626,11968,4434,41318,25324,48546,10676,8418,10227,138717,5108,15348,21823,6954,13889,9433,2299,20451,15316,12582,5238,4736,5540,105155,1038,1350,6944,1770,8737,2535,2135,20867,10008,35964,5438,3682,4687
2021,2_IA,13724,23104,68209,11141,28415,17906,4600,23225,23796,68549,12763,10911,9767,180332,11948,21559,49672,8659,15900,14248,2399,8774,13242,15291,6403,6708,5529,135778,1776,1545,18537,2482,12515,3658,2201,14451,10554,53258,6360,4203,4238
2021,6_WI,10638,25847,114842,12997,35016,19195,5728,26786,30391,69625,17512,13920,16694,233613,8635,23557,83104,9616,19226,14967,3361,10520,17167,16211,9064,8654,9531,165578,2003,2290,31738,3381,15790,4228,2367,16266,13224,53414,8448,5266,7163
2021,5_WI,1248,11414,39932,7120,15065,7331,3139,17286,20654,37216,6812,6486,5942,104806,980,10193,29432,5234,8698,5734,2039,8434,12760,10251,3624,3550,3877,74839,268,1221,10500,1886,6367,1597,1100,8852,7894,26965,3188,2936,2065
2021,1_WI,4111,24670,82335,12910,34597,21329,5188,22507,31999,73833,17855,12222,15107,203944,3562,22560,57819,8737,19704,16567,3005,9467,18855,17723,10642,6920,8383,154719,549,2110,24516,4173,14893,4762,2183,13040,13144,56110,7213,5302,6724
2021,4_WI,959,9118,37651,5622,17550,11682,3711,14747,24616,54335,14216,8073,7705,109519,746,8250,26457,3914,9913,7615,2148,6481,13840,14283,8272,3845,3755,100466,213,868,11194,1708,7637,4067,1563,8266,10776,40052,5944,4228,3950
2021,2_WI,4242,13120,28139,5984,18881,8452,7540,21277,36328,61244,10354,8315,13408,134274,3457,12004,20514,4722,10755,6246,4950,11288,22236,20766,6199,4538,6599,103010,785,1116,7625,1262,8126,2206,2590,9989,14092,40478,4155,3777,6809
2021,3_WI,13421,20547,62832,9146,32582,18482,4587,20596,18982,66113,12612,10817,13472,174403,11161,19045,45449,6938,18360,15084,2491,7735,11192,16344,7021,6313,7270,129786,2260,1502,17383,2208,14222,3398,2096,12861,7790,49769,5591,4504,6202
2021,7_WI,7979,14917,46418,6278,18848,10981,2232,13422,12758,40180,9580,7312,8876,115095,6567,13885,33808,4875,10098,8507,1455,4438,7488,9548,5169,4639,4618,84686,1412,1032,12610,1403,8750,2474,777,8984,5270,30632,4411,2673,4258
2021,8_WI,6089,17563,56521,7616,18935,13438,2717,16562,17468,41322,10058,7297,7515,130679,4801,16093,41909,5652,10276,9621,1673,6094,10283,10449,5236,4285,4307,92422,1288,1470,14612,1964,8659,3817,1044,10468,7185,30873,4822,3012,3208
2021,2_MN,1738,14290,36759,8714,21655,14992,5477,27529,30704,45626,9547,8122,11966,135798,1344,12823,26265,5930,13165,11386,3402,13818,19735,11901,5493,4353,6183,101321,394,1467,10494,2784,8490,3606,2075,13711,10969,33725,4054,3769,5783
2021,4_MN,1168,10381,35381,6855,17706,11257,4546,20650,26966,53285,12264,8796,13946,123289,892,8760,24383,4933,11084,8505,2815,10963,16248,17048,6471,4373,6814,99912,276,1621,10998,1922,6622,2752,1731,9687,10718,36237,5793,4423,7132
2021,6_MN,3426,19436,37748,6939,18103,11864,2126,16493,17568,43073,6893,8268,7715,114705,2773,17542,27037,5209,10057,9418,1318,7316,10293,11144,3695,5029,3874,84947,653,1894,10711,1730,8046,2446,808,9177,7275,31929,3198,3239,3841
2021,8_MN,8595,27428,43296,8249,26586,16597,3329,18710,22193,65789,15255,10879,19081,166045,7495,25071,32432,6546,15932,13112,2047,7749,13190,17111,8091,6795,10474,119942,1100,2357,10864,1703,10654,3485,1282,10961,9003,48678,7164,4084,8607
2021,1_MN,13834,19269,55194,8599,23402,13004,4207,13105,17859,78491,10219,10201,11444,160917,12094,17907,40020,6603,14399,10661,2336,5244,10733,23176,5162,6535,6047,117911,1740,1362,15174,1996,9003,2343,1871,7861,7126,55315,5057,3666,5397
2021,5_MN,1588,12234,48245,10926,31403,13709,6478,36873,55883,77354,20025,12580,12215,190353,1303,10635,33366,7723,18247,10278,4212,19963,34953,25493,11364,6635,6181,149160,285,1599,14879,3203,13156,3431,2266,16910,20930,51861,8661,5945,6034
2021,3_MN,1838,15770,52159,11747,26666,11518,4904,36671,42466,55035,10781,9012,9470,164949,1358,14044,35579,8579,15394,9173,3063,18628,26571,16610,6301,4796,4853,123088,480,1726,16580,3168,11272,2345,1841,18043,15895,38425,4480,4216,4617
2021,7_MN,14915,15574,38236,8490,17624,11143,2262,11136,11643,41957,6459,7770,8374,115706,13221,14576,28266,6261,9846,9097,1465,4001,6458,9780,3066,5302,4367,79877,1694,998,9970,2229,7778,2046,797,7135,5185,32177,3393,2468,4007
2021,0_SD,22183,22741,37597,10025,29625,15706,4821,27092,21167,71902,17945,12664,18833,179315,19594,20919,27853,8108,17505,12718,2596,11623,11573,18994,9505,7504,10823,132986,2589,1822,9744,1917,12120,2988,2225,15469,9594,52908,8440,5160,8010
2021,0_ND,28847,22584,22957,10741,27058,16990,3588,19096,19223,68119,14603,11014,16750,165533,25665,20358,17533,8723,16248,14036,2195,7621,11192,18020,7865,6790,9287,116037,3182,2226,5424,2018,10810,2954,1393,11475,8031,50099,6738,4224,7463
2021,2_MT,17099,15780,8563,5062,20166,12045,3064,11219,14076,43442,11178,8013,17110,107666,14630,14644,6566,4201,12096,10052,1671,4340,8513,11799,5880,4604,8670,79151,2469,1136,1997,861,8070,1993,1393,6879,5563,31643,5298,3409,8440
2021,3_NE,27065,20193,41838,8919,25434,20853,3320,14778,13734,57953,9648,11715,13351,158108,24093,18670,29634,7260,14211,17884,2093,5371,7223,12964,5066,7557,6082,110693,2972,1523,12204,1659,11223,2969,1227,9407,6511,44989,4582,4158,7269
2021,1_MT,8263,16260,12186,3630,20453,8147,2999,10312,18165,37449,12491,7296,9536,97092,6602,14816,9711,2937,11854,6594,1720,3696,11036,11984,6753,3956,5433,70095,1661,1444,2475,693,8599,1553,1279,6616,7129,25465,5738,3340,4103
2021,1_ID,12805,33333,41632,11121,38850,19030,5533,24306,34566,70845,17656,15097,23679,207233,10887,29948,30698,8807,21945,15448,3609,10918,21250,21306,9714,9368,13335,141220,1918,3385,10934,2314,16905,3582,1924,13388,13316,49539,7942,5729,10344
2021,10_IL,856,11582,43817,12405,23604,11883,3990,27960,42558,45723,13944,8281,8747,150573,567,10576,28840,7948,14038,8895,2371,17206,28094,14715,8309,4496,4518,104777,289,1006,14977,4457,9566,2988,1619,10754,14464,31008,5635,3785,4229
2021,8_IL,1297,26230,71450,18037,36356,31327,9459,42491,62329,77721,22944,16096,15089,251495,1063,23650,49927,12157,21072,24042,6093,21678,39268,21663,12736,8303,9843,179331,234,2580,21523,5880,15284,7285,3366,20813,23061,56058,10208,7793,5246
2021,11_IL,2478,31098,84774,22014,44091,31667,9289,45772,68529,92039,24053,18724,16275,289504,1943,28155,59976,14753,25669,24380,6221,23283,43709,26011,13514,11461,10429,201299,535,2943,24798,7261,18422,7287,3068,22489,24820,66028,10539,7263,5846
2021,9_IL,276,6639,17629,6329,15531,9445,6064,20792,40509,53830,15614,11299,5954,119476,100,5855,12087,4317,9691,7782,3267,13233,25181,19528,9757,5203,3475,90435,176,784,5542,2012,5840,1663,2797,7559,15328,34302,5857,6096,2479
2021,3_IL,1297,29929,76910,19207,45418,36543,13147,58182,101179,113928,41141,24685,19151,328598,1030,27496,52719,12257,26628,27557,7579,32512,60217,32596,24294,11827,11886,252119,267,2433,24191,6950,18790,8986,5568,25670,40962,81332,16847,12858,7265
2021,4_IL,617,16060,35628,8225,18821,19791,3763,15638,31791,48188,21622,11402,10249,137984,557,14895,24012,5259,11115,15017,2224,6903,18659,13628,13341,6886,5488,103811,60,1165,11616,2966,7706,4774,1539,8735,13132,34560,8281,4516,4761
2021,14_IL,3396,15311,32320,8364,23058,22631,3884,13745,20279,45143,10844,8418,10165,127652,2851,13745,24966,5743,13899,17935,2544,5577,12144,11021,5618,5523,6086,89906,545,1566,7354,2621,9159,4696,1340,8168,8135,34122,5226,2895,4079
2021,16_IL,2450,6929,22167,3491,9353,6298,1451,7123,7919,22245,3825,4167,4300,59374,2205,6492,17229,2529,5005,5016,941,2655,4859,5164,2016,2633,2630,42344,245,437,4938,962,4348,1282,510,4468,3060,17081,1809,1534,1670
2021,7_IL,350,1984,6943,1816,3744,5148,2077,11245,18766,19873,4471,2901,3670,42850,245,1572,4901,886,1990,3250,1042,6599,10402,6545,2162,1301,1955,40138,105,412,2042,930,1754,1898,1035,4646,8364,13328,2309,1600,1715
2021,2_IL,3362,14761,37679,7941,26967,35604,5323,23844,33116,89816,18041,13181,21312,167146,2942,13322,28054,5175,14253,24209,3097,9199,17794,22680,9017,7383,10021,163801,420,1439,9625,2766,12714,11395,2226,14645,15322,67136,9024,5798,11291
2021,6_IL,571,19332,32221,9763,25402,28497,4802,24797,37017,65500,17005,13345,18537,169922,400,17833,23833,6820,15878,22431,3064,12097,20732,17195,9683,8193,11763,126867,171,1499,8388,2943,9524,6066,1738,12700,16285,48305,7322,5152,6774
2021,1_IL,90,3318,4906,1617,4302,3674,1204,5834,8384,13536,2239,2076,2500,30248,81,2974,3642,917,2324,2888,765,3219,5131,4194,1131,1271,1711,23432,9,344,1264,700,1978,786,439,2615,3253,9342,1108,805,789
2021,5_IL,121,1597,6408,2715,5231,3378,3670,18615,35401,20524,6242,2744,2443,59621,75,1213,4102,1941,2954,2440,2026,12048,19489,7137,3443,1283,1470,49468,46,384,2306,774,2277,938,1644,6567,15912,13387,2799,1461,973
2021,15_IL,7897,9800,22478,6555,13728,10830,1948,9217,7993,34625,5267,6443,9718,83528,7040,9185,16951,4859,7135,9125,1279,2886,4700,7827,2760,4023,5758,62971,857,615,5527,1696,6593,1705,669,6331,3293,26798,2507,2420,3960
2021,17_IL,6930,18907,62992,9856,30424,21861,3272,31146,26813,77672,16447,13402,13945,186938,6152,16919,47255,7406,17218,17315,1842,13783,15546,18588,8739,7816,8359,146729,778,1988,15737,2450,13206,4546,1430,17363,11267,59084,7708,5586,5586
2021,13_IL,4878,17838,38124,8542,29250,22623,5689,23780,33617,89637,17034,12612,24950,177372,4196,15940,28783,6355,16688,17077,3084,10098,19675,26375,8503,7106,13492,151202,682,1898,9341,2187,12562,5546,2605,13682,13942,63262,8531,5506,11458
2021,12_IL,12327,16210,42136,7302,24485,17075,3119,14449,16008,63586,10102,9878,16419,143938,11095,14950,31503,5571,13869,13792,2048,4849,9463,15066,4879,6339,10514,109158,1232,1260,10633,1731,10616,3283,1071,9600,6545,48520,5223,3539,5905
2021,2_MO,1885,14407,32691,9104,19850,9763,6007,30508,36378,57148,11498,8994,8752,140350,1362,12738,22389,6153,11031,7534,3433,17139,23679,17975,6956,4574,5387,106635,523,1669,10302,2951,8819,2229,2574,13369,12699,39173,4542,4420,3365
2021,8_MO,8514,23146,42560,8752,28959,18243,3576,17783,19235,67078,11325,10510,15747,155738,7589,21839,32237,6350,16189,14915,2251,6696,10380,15764,5942,6341,9245,119690,925,1307,10323,2402,12770,3328,1325,11087,8855,51314,5383,4169,6502
2021,3_MO,5225,27833,52093,11869,34243,18676,7160,35734,34500,80501,16559,13245,22799,201533,4282,25533,37055,8563,20843,14794,4427,15894,20239,21704,9150,7416,11633,158904,943,2300,15038,3306,13400,3882,2733,19840,14261,58797,7409,5829,11166
2021,1_MO,1073,8979,26740,6595,21659,15561,5098,20946,27453,68327,18898,10643,12277,120273,737,7956,17703,4395,11232,11056,2734,7981,15772,19156,10868,4660,6023,123976,336,1023,9037,2200,10427,4505,2364,12965,11681,49171,8030,5983,6254
2021,6_MO,8925,21535,49006,9624,29639,23974,5410,21796,27622,67310,13683,12073,17766,173106,7911,19209,36924,6968,16304,18934,2960,8989,15056,16068,6634,7257,9892,135257,1014,2326,12082,2656,13335,5040,2450,12807,12566,51242,7049,4816,7874
2021,4_MO,6065,20270,31773,6655,23443,15580,3617,17751,19650,53883,9847,9092,16101,131063,5285,18686,23606,5071,13330,12014,2169,6878,11188,12946,5017,5674,9199,102664,780,1584,8167,1584,10113,3566,1448,10873,8462,40937,4830,3418,6902
2021,5_MO,497,12303,19220,5636,17162,13457,3735,18074,27976,40543,14067,8679,10539,102272,404,11054,13377,3899,9147,9590,2020,8232,16221,10294,8007,4797,5230,89616,93,1249,5843,1737,8015,3867,1715,9842,11755,30249,6060,3882,5309
2021,7_MO,4255,17089,38584,8016,29617,16815,3892,16992,23714,59752,17373,12207,9910,145980,3518,15780,28824,6494,17171,13317,2365,7390,13535,15713,9139,7194,5540,112236,737,1309,9760,1522,12446,3498,1527,9602,10179,44039,8234,5013,4370
2021,2_KS,8419,23948,47588,8798,28679,21119,4475,20859,24748,81421,15948,12831,26532,183227,7282,21950,34840,6934,16512,16863,2751,8395,15199,22293,8002,7291,14915,142138,1137,1998,12748,1864,12167,4256,1724,12464,9549,59128,7946,5540,11617
2021,3_KS,2074,17142,27366,10627,26486,15031,9242,34098,47012,58764,12634,8180,11098,161310,1851,15203,19740,8044,15665,12110,5521,18284,30184,16730,6987,4099,6892,118444,223,1939,7626,2583,10821,2921,3721,15814,16828,42034,5647,4081,4206
2021,1_KS,18659,11980,29206,6183,16157,11487,2919,8995,10037,43791,7154,7155,9499,107852,16698,11118,22135,4656,8733,9954,1733,3357,5903,10590,3413,4484,5078,75370,1961,862,7071,1527,7424,1533,1186,5638,4134,33201,3741,2671,4421
2021,4_KS,7009,18271,50948,7243,22278,13393,3435,13668,20522,59249,13082,9923,12560,142822,6309,16666,38328,5448,11985,9881,1924,5895,11974,15197,6669,5403,7143,108759,700,1605,12620,1795,10293,3512,1511,7773,8548,44052,6413,4520,5417
2021,1_NE,4186,11313,18626,3968,12011,8431,2911,12960,13306,34571,5655,6490,10501,83894,3759,10394,14008,3060,7259,7025,1960,5267,7989,11111,2904,3618,5540,61035,427,919,4618,908,4752,1406,951,7693,5317,23460,2751,2872,4961
2021,2_NE,3296,23966,30233,9205,26202,20330,6785,40267,39531,72537,14711,11454,14144,175360,2899,21717,21351,6886,15628,16325,3932,20288,24329,19183,7930,6173,8719,137301,397,2249,8882,2319,10574,4005,2853,19979,15202,53354,6781,5281,5425
2021,4_CO,7027,10969,11356,4972,12745,7217,7225,17726,22771,27169,5813,4797,9914,91054,6065,9737,8579,3658,7444,5695,5181,9904,14560,7545,3956,2807,5923,58647,962,1232,2777,1314,5301,1522,2044,7822,8211,19624,1857,1990,3991
2021,2_LA,5898,35938,37134,11812,39015,29236,6422,25389,47352,108391,37437,18033,29259,228319,5127,31980,29922,8967,20150,22804,3632,10749,28006,25219,17965,9597,14201,202997,771,3958,7212,2845,18865,6432,2790,14640,19346,83172,19472,8436,15058
2021,1_LA,8608,14239,13017,5666,17545,10949,2231,9995,18143,39599,11681,6930,9729,95235,7289,12712,11089,4685,8961,8825,1459,4129,11187,9426,5626,4099,5748,73097,1319,1527,1928,981,8584,2124,772,5866,6956,30173,6055,2831,3981
2021,3_LA,18762,23814,24756,7824,27970,13871,3485,14170,22344,61740,17430,10886,12526,148399,16999,21392,20612,5632,14312,11116,2268,6662,14302,13670,8273,6238,6923,111179,1763,2422,4144,2192,13658,2755,1217,7508,8042,48070,9157,4648,5603
2021,6_LA,2068,14980,16175,5562,13698,6236,2809,9424,14175,31107,8093,5768,10949,78991,1729,12860,13334,4218,8396,4701,1406,4151,8589,6801,4077,3039,5690,62053,339,2120,2841,1344,5302,1535,1403,5273,5586,24306,4016,2729,5259
